Date,State/UnionTerritory,Confirmed
4/6/2020,Meghalaya,33
4/6/2020,Mizoram,14
4/6/2020,Nagaland,58
4/6/2020,Odisha,2388
4/6/2020,Puducherry,82
4/6/2020,Punjab,2376
4/6/2020,Rajasthan,9652
4/6/2020,Sikkim,2
4/6/2020,Tamil Nadu,25872
4/6/2020,Telengana,3020
4/6/2020,Tripura,468
4/6/2020,Uttarakhand,1085
4/6/2020,Uttar Pradesh,8729
4/6/2020,West Bengal,6508
4/6/2020,Cases being reassigned to states,7483
5/6/2020,Andaman and Nicobar Islands,33
5/6/2020,Andhra Pradesh,4223
5/6/2020,Arunachal Pradesh,42
5/6/2020,Assam,1988
5/6/2020,Bihar,4493
5/6/2020,Chandigarh,301
5/6/2020,Chhattisgarh,756
5/6/2020,Dadar Nagar Haveli,12
5/6/2020,Delhi,25004
5/6/2020,Goa,166
5/6/2020,Gujarat,18584
5/6/2020,Haryana,3281
5/6/2020,Himachal Pradesh,383
5/6/2020,Jammu and Kashmir,3142
5/6/2020,Jharkhand,793
5/6/2020,Karnataka,4320
5/6/2020,Kerala,1588
5/6/2020,Ladakh,90
5/6/2020,Madhya Pradesh,8762
5/6/2020,Maharashtra,77793
5/6/2020,Manipur,124
5/6/2020,Meghalaya,33
5/6/2020,Mizoram,17
5/6/2020,Nagaland,80
5/6/2020,Odisha,2478
5/6/2020,Puducherry,82
5/6/2020,Punjab,2415
5/6/2020,Rajasthan,9862
5/6/2020,Sikkim,2
5/6/2020,Tamil Nadu,27256
5/6/2020,Telengana,3147
5/6/2020,Tripura,644
5/6/2020,Uttarakhand,1153
5/6/2020,Uttar Pradesh,9237
5/6/2020,West Bengal,6876
5/6/2020,Cases being reassigned to states,7610
6/6/2020,Andaman and Nicobar Islands,33
6/6/2020,Andhra Pradesh,4303
6/6/2020,Arunachal Pradesh,45
6/6/2020,Assam,2153
6/6/2020,Bihar,4596
6/6/2020,Chandigarh,304
6/6/2020,Chhattisgarh,879
6/6/2020,Dadar Nagar Haveli,14
6/6/2020,Delhi,26334
6/6/2020,Goa,196
6/6/2020,Gujarat,19094
6/6/2020,Haryana,3597
6/6/2020,Himachal Pradesh,393
6/6/2020,Jammu and Kashmir,3324
6/6/2020,Jharkhand,881
6/6/2020,Karnataka,4835
6/6/2020,Kerala,1699
6/6/2020,Ladakh,97
6/6/2020,Madhya Pradesh,8996
6/6/2020,Maharashtra,80229
6/6/2020,Manipur,132
6/6/2020,Meghalaya,33
6/6/2020,Mizoram,22
6/6/2020,Nagaland,94
6/6/2020,Odisha,2608
6/6/2020,Puducherry,99
6/6/2020,Punjab,2461
6/6/2020,Rajasthan,10084
6/6/2020,Sikkim,3
6/6/2020,Tamil Nadu,28694
6/6/2020,Telengana,3290
6/6/2020,Tripura,692
6/6/2020,Uttarakhand,1215
6/6/2020,Uttar Pradesh,9733
6/6/2020,West Bengal,7303
6/6/2020,Cases being reassigned to states,8192
7/6/2020,Andaman and Nicobar Islands,33
7/6/2020,Andhra Pradesh,4510
7/6/2020,Arunachal Pradesh,47
7/6/2020,Assam,2397
7/6/2020,Bihar,4915
7/6/2020,Chandigarh,309
7/6/2020,Chhattisgarh,923
7/6/2020,Dadar Nagar Haveli,19
7/6/2020,Delhi,27654
7/6/2020,Goa,267
7/6/2020,Gujarat,19592
7/6/2020,Haryana,3952
7/6/2020,Himachal Pradesh,400
7/6/2020,Jammu and Kashmir,3467
7/6/2020,Jharkhand,1000
7/6/2020,Karnataka,5213
7/6/2020,Kerala,1807
7/6/2020,Ladakh,99
7/6/2020,Madhya Pradesh,9228
7/6/2020,Maharashtra,82968
7/6/2020,Manipur,157
7/6/2020,Meghalaya,33
7/6/2020,Mizoram,24
7/6/2020,Nagaland,107
7/6/2020,Odisha,2781
7/6/2020,Puducherry,99
7/6/2020,Punjab,2515
7/6/2020,Rajasthan,10331
7/6/2020,Sikkim,7
7/6/2020,Tamil Nadu,30152
7/6/2020,Telengana,3496
7/6/2020,Tripura,747
7/6/2020,Uttarakhand,1303
7/6/2020,Uttar Pradesh,9733
7/6/2020,West Bengal,7738
7/6/2020,Cases being reassigned to states,8605
8/6/2020,Andaman and Nicobar Islands,33
8/6/2020,Andhra Pradesh,4708
8/6/2020,Arunachal Pradesh,51
8/6/2020,Assam,2565
8/6/2020,Bihar,5088
8/6/2020,Chandigarh,314
8/6/2020,Chhattisgarh,1073
8/6/2020,Dadar Nagar Haveli,20
8/6/2020,Delhi,27654
8/6/2020,Goa,300
8/6/2020,Gujarat,20070
8/6/2020,Haryana,4448
8/6/2020,Himachal Pradesh,413
8/6/2020,Jammu and Kashmir,4087
8/6/2020,Jharkhand,1099
8/6/2020,Karnataka,5452
8/6/2020,Kerala,1914
8/6/2020,Ladakh,103
8/6/2020,Madhya Pradesh,9401
8/6/2020,Maharashtra,85975
8/6/2020,Manipur,172
8/6/2020,Meghalaya,36
8/6/2020,Mizoram,34
8/6/2020,Nagaland,118
8/6/2020,Odisha,2856
8/6/2020,Puducherry,99
8/6/2020,Punjab,2608
8/6/2020,Rajasthan,10599
8/6/2020,Sikkim,7
8/6/2020,Tamil Nadu,31667
8/6/2020,Telengana,3580
8/6/2020,Tripura,800
8/6/2020,Uttarakhand,1355
8/6/2020,Uttar Pradesh,10536
8/6/2020,West Bengal,8187
8/6/2020,Cases being reassigned to states,9189
9/6/2020,Andaman and Nicobar Islands,33
9/6/2020,Andhra Pradesh,4851
9/6/2020,Arunachal Pradesh,51
9/6/2020,Assam,2776
9/6/2020,Bihar,5202
9/6/2020,Chandigarh,317
9/6/2020,Chhattisgarh,1160
9/6/2020,Dadar Nagar Haveli,22
9/6/2020,Delhi,29943
9/6/2020,Goa,330
9/6/2020,Gujarat,20545
9/6/2020,Haryana,4854
9/6/2020,Himachal Pradesh,421
9/6/2020,Jammu and Kashmir,4285
9/6/2020,Jharkhand,1256
9/6/2020,Karnataka,5760
9/6/2020,Kerala,2005
9/6/2020,Ladakh,103
9/6/2020,Madhya Pradesh,9638
9/6/2020,Maharashtra,88528
9/6/2020,Manipur,272
9/6/2020,Meghalaya,36
9/6/2020,Mizoram,42
9/6/2020,Nagaland,123
9/6/2020,Odisha,2994
9/6/2020,Puducherry,127
9/6/2020,Punjab,2663
9/6/2020,Rajasthan,10763
9/6/2020,Sikkim,7
9/6/2020,Tamil Nadu,33229
9/6/2020,Telengana,3650
9/6/2020,Tripura,838
9/6/2020,Uttarakhand,1411
9/6/2020,Uttar Pradesh,10947
9/6/2020,West Bengal,8613
9/6/2020,Cases being reassigned to states,8803
10/6/2020,Andaman and Nicobar Islands,33
10/6/2020,Andhra Pradesh,5070
10/6/2020,Arunachal Pradesh,57
10/6/2020,Assam,2937
10/6/2020,Bihar,5459
10/6/2020,Chandigarh,323
10/6/2020,Chhattisgarh,1240
10/6/2020,Dadar Nagar Haveli,22
10/6/2020,Delhi,31309
10/6/2020,Goa,359
10/6/2020,Gujarat,21014
10/6/2020,Haryana,5209
10/6/2020,Himachal Pradesh,445
10/6/2020,Jammu and Kashmir,4346
10/6/2020,Jharkhand,1411
10/6/2020,Karnataka,5921
10/6/2020,Kerala,2096
10/6/2020,Ladakh,108
10/6/2020,Madhya Pradesh,9849
10/6/2020,Maharashtra,90787
10/6/2020,Manipur,304
10/6/2020,Meghalaya,43
10/6/2020,Mizoram,88
10/6/2020,Nagaland,127
10/6/2020,Odisha,3140
10/6/2020,Puducherry,127
10/6/2020,Punjab,2719
10/6/2020,Rajasthan,11245
10/6/2020,Sikkim,13
10/6/2020,Tamil Nadu,34914
10/6/2020,Telengana,3920
10/6/2020,Tripura,864
10/6/2020,Uttarakhand,1537
10/6/2020,Uttar Pradesh,11335
10/6/2020,West Bengal,8985
10/6/2020,Cases being reassigned to states,9227
11/6/2020,Andaman and Nicobar Islands,34
11/6/2020,Andhra Pradesh,5269
11/6/2020,Arunachal Pradesh,57
11/6/2020,Assam,3092
11/6/2020,Bihar,5710
11/6/2020,Chandigarh,327
11/6/2020,Chhattisgarh,1262
11/6/2020,Dadar Nagar Haveli,26
11/6/2020,Daman & Diu,2
11/6/2020,Delhi,32810
11/6/2020,Goa,387
11/6/2020,Gujarat,21521
11/6/2020,Haryana,5579
11/6/2020,Himachal Pradesh,451
11/6/2020,Jammu and Kashmir,4507
11/6/2020,Jharkhand,1489
11/6/2020,Karnataka,6041
11/6/2020,Kerala,2161
11/6/2020,Ladakh,115
11/6/2020,Madhya Pradesh,10049
11/6/2020,Maharashtra,94041
11/6/2020,Manipur,311
11/6/2020,Meghalaya,44
11/6/2020,Mizoram,93
11/6/2020,Nagaland,128
11/6/2020,Odisha,3250
11/6/2020,Puducherry,127
11/6/2020,Punjab,2805
11/6/2020,Rajasthan,11600
11/6/2020,Sikkim,13
11/6/2020,Tamil Nadu,36841
11/6/2020,Telengana,4111
11/6/2020,Tripura,895
11/6/2020,Uttarakhand,1562
11/6/2020,Uttar Pradesh,11610
11/6/2020,West Bengal,9328
11/6/2020,Cases being reassigned to states,8931
12/6/2020,Andaman and Nicobar Islands,38
12/6/2020,Andhra Pradesh,5429
12/6/2020,Arunachal Pradesh,61
12/6/2020,Assam,3319
12/6/2020,Bihar,5983
12/6/2020,Chandigarh,332
12/6/2020,Chhattisgarh,1398
12/6/2020,Dadra and Nagar Haveli and Daman and Diu,30
12/6/2020,Delhi,34687
12/6/2020,Goa,417
12/6/2020,Gujarat,22032
12/6/2020,Haryana,5968
12/6/2020,Himachal Pradesh,470
12/6/2020,Jammu and Kashmir,4574
12/6/2020,Jharkhand,1599
12/6/2020,Karnataka,6245
12/6/2020,Kerala,2244
12/6/2020,Ladakh,135
12/6/2020,Madhya Pradesh,10241
12/6/2020,Maharashtra,97648
12/6/2020,Manipur,366
12/6/2020,Meghalaya,44
12/6/2020,Mizoram,102
12/6/2020,Nagaland,128
12/6/2020,Odisha,3386
12/6/2020,Puducherry,157
12/6/2020,Punjab,2887
12/6/2020,Rajasthan,11838
12/6/2020,Sikkim,14
12/6/2020,Tamil Nadu,38716
12/6/2020,Telangana,4320
12/6/2020,Tripura,913
12/6/2020,Uttarakhand,1643
12/6/2020,Uttar Pradesh,12088
12/6/2020,West Bengal,9768
12/6/2020,Cases being reassigned to states,8315
13/06/20,Andaman and Nicobar Islands,38
13/06/20,Andhra Pradesh,5680
13/06/20,Arunachal Pradesh,67
13/06/20,Assam,3498
13/06/20,Bihar,6103
13/06/20,Chandigarh,334
13/06/20,Chhattisgarh,1429
13/06/20,Dadra and Nagar Haveli and Daman and Diu,30
13/06/20,Delhi,36824
13/06/20,Goa,463
13/06/20,Gujarat,22527
13/06/20,Haryana,6334
13/06/20,Himachal Pradesh,486
13/06/20,Jammu and Kashmir,4730
13/06/20,Jharkhand,1617
13/06/20,Karnataka,6516
13/06/20,Kerala,2322
13/06/20,Ladakh,239
13/06/20,Madhya Pradesh,10443
13/06/20,Maharashtra,101141
13/06/20,Manipur,385
13/06/20,Meghalaya,44
13/06/20,Mizoram,104
13/06/20,Nagaland,156
13/06/20,Odisha,3498
13/06/20,Puducherry,157
13/06/20,Punjab,2986
13/06/20,Rajasthan,12068
13/06/20,Sikkim,63
13/06/20,Tamil Nadu,40698
13/06/20,Telangana,4484
13/06/20,Tripura,961
13/06/20,Uttarakhand,1724
13/06/20,Uttar Pradesh,12616
13/06/20,West Bengal,10244
13/06/20,Cases being reassigned to states,7984
14/06/20,Andaman and Nicobar Islands,38
14/06/20,Andhra Pradesh,5965
14/06/20,Arunachal Pradesh,87
14/06/20,Assam,3718
14/06/20,Bihar,6290
14/06/20,Chandigarh,345
14/06/20,Chhattisgarh,1512
14/06/20,Dadra and Nagar Haveli and Daman and Diu,35
14/06/20,Delhi,38958
14/06/20,Goa,523
14/06/20,Gujarat,23038
14/06/20,Haryana,6749
14/06/20,Himachal Pradesh,502
14/06/20,Jammu and Kashmir,4878
14/06/20,Jharkhand,1711
14/06/20,Karnataka,6824
14/06/20,Kerala,2407
14/06/20,Ladakh,437
14/06/20,Madhya Pradesh,10641
14/06/20,Maharashtra,104568
14/06/20,Manipur,449
14/06/20,Meghalaya,44
14/06/20,Mizoram,107
14/06/20,Nagaland,163
14/06/20,Odisha,3723
14/06/20,Puducherry,176
14/06/20,Punjab,3063
14/06/20,Rajasthan,12401
14/06/20,Sikkim,63
14/06/20,Tamil Nadu,42687
14/06/20,Telangana,4737
14/06/20,Tripura,1046
14/06/20,Uttarakhand,1785
14/06/20,Uttar Pradesh,13118
14/06/20,West Bengal,10698
14/06/20,Cases being reassigned to states,7436
15/06/20,Andaman and Nicobar Islands,38
15/06/20,Andhra Pradesh,6163
15/06/20,Arunachal Pradesh,91
15/06/20,Assam,4049
15/06/20,Bihar,6470
15/06/20,Chandigarh,352
15/06/20,Chhattisgarh,1662
15/06/20,Dadra and Nagar Haveli and Daman and Diu,36
15/06/20,Delhi,41182
15/06/20,Goa,564
15/06/20,Gujarat,23544
15/06/20,Haryana,7208
15/06/20,Himachal Pradesh,518
15/06/20,Jammu and Kashmir,5041
15/06/20,Jharkhand,1745
15/06/20,Karnataka,7000
15/06/20,Kerala,2461
15/06/20,Ladakh,549
15/06/20,Madhya Pradesh,10802
15/06/20,Maharashtra,107958
15/06/20,Manipur,458
15/06/20,Meghalaya,44
15/06/20,Mizoram,112
15/06/20,Nagaland,168
15/06/20,Odisha,3909
15/06/20,Puducherry,194
15/06/20,Punjab,3140
15/06/20,Rajasthan,12694
15/06/20,Sikkim,68
15/06/20,Tamil Nadu,44661
15/06/20,Telangana,4974
15/06/20,Tripura,1076
15/06/20,Uttarakhand,1819
15/06/20,Uttar Pradesh,13615
15/06/20,West Bengal,11087
15/06/20,Cases being reassigned to states,6972
16/06/20,Andaman and Nicobar Islands,41
16/06/20,Andhra Pradesh,6456
16/06/20,Arunachal Pradesh,91
16/06/20,Assam,4158
16/06/20,Bihar,6650
16/06/20,Chandigarh,354
16/06/20,Chhattisgarh,1756
16/06/20,Dadra and Nagar Haveli and Daman and Diu,36
16/06/20,Delhi,42829
16/06/20,Goa,592
16/06/20,Gujarat,24055
16/06/20,Haryana,7722
16/06/20,Himachal Pradesh,556
16/06/20,Jammu and Kashmir,5220
16/06/20,Jharkhand,1763
16/06/20,Karnataka,7213
16/06/20,Kerala,2543
16/06/20,Ladakh,555
16/06/20,Madhya Pradesh,10935
16/06/20,Maharashtra,110744
16/06/20,Manipur,490
16/06/20,Meghalaya,44
16/06/20,Mizoram,117
16/06/20,Nagaland,177
16/06/20,Odisha,4055
16/06/20,Puducherry,202
16/06/20,Punjab,3267
16/06/20,Rajasthan,12981
16/06/20,Sikkim,68
16/06/20,Tamil Nadu,46504
16/06/20,Telangana,5193
16/06/20,Tripura,1086
16/06/20,Uttarakhand,1845
16/06/20,Uttar Pradesh,13615
16/06/20,West Bengal,11494
16/06/20,Cases being reassigned to states,7684
17/06/20,Andaman and Nicobar Islands,44
17/06/20,Andhra Pradesh,6841
17/06/20,Arunachal Pradesh,95
17/06/20,Assam,4319
17/06/20,Bihar,6778
17/06/20,Chandigarh,358
17/06/20,Chhattisgarh,1781
17/06/20,Dadra and Nagar Haveli and Daman and Diu,45
17/06/20,Delhi,44688
17/06/20,Goa,629
17/06/20,Gujarat,24577
17/06/20,Haryana,8272
17/06/20,Himachal Pradesh,560
17/06/20,Jammu and Kashmir,5298
17/06/20,Jharkhand,1839
17/06/20,Karnataka,7530
17/06/20,Kerala,2622
17/06/20,Ladakh,649
17/06/20,Madhya Pradesh,11083
17/06/20,Maharashtra,113445
17/06/20,Manipur,500
17/06/20,Meghalaya,44
17/06/20,Mizoram,121
17/06/20,Nagaland,179
17/06/20,Odisha,4163
17/06/20,Puducherry,216
17/06/20,Punjab,3371
17/06/20,Rajasthan,13216
17/06/20,Sikkim,70
17/06/20,Tamil Nadu,48019
17/06/20,Telangana,5406
17/06/20,Tripura,1092
17/06/20,Uttarakhand,1942
17/06/20,Uttar Pradesh,14091
17/06/20,West Bengal,11909
17/06/20,Cases being reassigned to states,8273
18/06/20,Andaman and Nicobar Islands,44
18/06/20,Andhra Pradesh,7071
18/06/20,Arunachal Pradesh,99
18/06/20,Assam,4605
18/06/20,Bihar,6942
18/06/20,Chandigarh,368
18/06/20,Chhattisgarh,1864
18/06/20,Dadra and Nagar Haveli and Daman and Diu,57
18/06/20,Delhi,47102
18/06/20,Goa,656
18/06/20,Gujarat,25093
18/06/20,Haryana,8832
18/06/20,Himachal Pradesh,569
18/06/20,Jammu and Kashmir,5406
18/06/20,Jharkhand,1895
18/06/20,Karnataka,7734
18/06/20,Kerala,2697
18/06/20,Ladakh,687
18/06/20,Madhya Pradesh,11244
18/06/20,Maharashtra,116752
18/06/20,Manipur,552
18/06/20,Meghalaya,44
18/06/20,Mizoram,121
18/06/20,Nagaland,193
18/06/20,Odisha,4338
18/06/20,Puducherry,245
18/06/20,Punjab,3497
18/06/20,Rajasthan,13542
18/06/20,Sikkim,70
18/06/20,Tamil Nadu,50193
18/06/20,Telangana,5675
18/06/20,Tripura,1135
18/06/20,Uttarakhand,2023
18/06/20,Uttar Pradesh,14598
18/06/20,West Bengal,12300
18/06/20,Cases being reassigned to states,8703
19/06/20,Andaman and Nicobar Islands,44
19/06/20,Andhra Pradesh,7518
19/06/20,Arunachal Pradesh,103
19/06/20,Assam,4777
19/06/20,Bihar,7025
19/06/20,Chandigarh,374
19/06/20,Chhattisgarh,1946
19/06/20,Dadra and Nagar Haveli and Daman and Diu,58
19/06/20,Delhi,49979
19/06/20,Goa,705
19/06/20,Gujarat,25601
19/06/20,Haryana,9218
19/06/20,Himachal Pradesh,595
19/06/20,Jammu and Kashmir,5555
19/06/20,Jharkhand,1920
19/06/20,Karnataka,7944
19/06/20,Kerala,2794
19/06/20,Ladakh,687
19/06/20,Madhya Pradesh,11426
19/06/20,Maharashtra,120504
19/06/20,Manipur,606
19/06/20,Meghalaya,44
19/06/20,Mizoram,130
19/06/20,Nagaland,193
19/06/20,Odisha,4512
19/06/20,Puducherry,271
19/06/20,Punjab,3615
19/06/20,Rajasthan,13857
19/06/20,Sikkim,70
19/06/20,Tamil Nadu,52334
19/06/20,Telangana,6027
19/06/20,Tripura,1155
19/06/20,Uttarakhand,2102
19/06/20,Uttar Pradesh,15181
19/06/20,West Bengal,12735
19/06/20,Cases being reassigned to states,8927
20/06/20,Andaman and Nicobar Islands,45
20/06/20,Andhra Pradesh,7961
20/06/20,Arunachal Pradesh,103
20/06/20,Assam,4904
20/06/20,Bihar,7181
20/06/20,Chandigarh,381
20/06/20,Chhattisgarh,2028
20/06/20,Dadra and Nagar Haveli and Daman and Diu,62
20/06/20,Delhi,53116
20/06/20,Goa,725
20/06/20,Gujarat,26141
20/06/20,Haryana,9743
20/06/20,Himachal Pradesh,619
20/06/20,Jammu and Kashmir,5680
20/06/20,Jharkhand,1965
20/06/20,Karnataka,8281
20/06/20,Kerala,2912
20/06/20,Ladakh,744
20/06/20,Madhya Pradesh,11582
20/06/20,Maharashtra,124331
20/06/20,Manipur,681
20/06/20,Meghalaya,44
20/06/20,Mizoram,130
20/06/20,Nagaland,198
20/06/20,Odisha,4677
20/06/20,Puducherry,286
20/06/20,Punjab,3832
20/06/20,Rajasthan,14156
20/06/20,Sikkim,70
20/06/20,Tamil Nadu,54449
20/06/20,Telangana,6526
20/06/20,Tripura,1178
20/06/20,Uttarakhand,2177
20/06/20,Uttar Pradesh,15785
20/06/20,West Bengal,13090
20/06/20,Cases being reassigned to states,9265
21/06/20,Andaman and Nicobar Islands,47
21/06/20,Andhra Pradesh,8452
21/06/20,Arunachal Pradesh,135
21/06/20,Assam,4904
21/06/20,Bihar,7533
21/06/20,Chandigarh,404
21/06/20,Chhattisgarh,2041
21/06/20,Dadra and Nagar Haveli and Daman and Diu,68
21/06/20,Delhi,56746
21/06/20,Goa,754
21/06/20,Gujarat,26680
21/06/20,Haryana,10223
21/06/20,Himachal Pradesh,656
21/06/20,Jammu and Kashmir,5834
21/06/20,Jharkhand,1965
21/06/20,Karnataka,8697
21/06/20,Kerala,3039
21/06/20,Ladakh,836
21/06/20,Madhya Pradesh,11724
21/06/20,Maharashtra,128205
21/06/20,Manipur,777
21/06/20,Meghalaya,44
21/06/20,Mizoram,140
21/06/20,Nagaland,201
21/06/20,Odisha,4856
21/06/20,Puducherry,286
21/06/20,Punjab,3952
21/06/20,Rajasthan,14536
21/06/20,Sikkim,70
21/06/20,Tamil Nadu,56845
21/06/20,Telangana,7072
21/06/20,Tripura,1186
21/06/20,Uttarakhand,2301
21/06/20,Uttar Pradesh,16594
21/06/20,West Bengal,13531
21/06/20,Cases being reassigned to states,9127
22/06/20,Andaman and Nicobar Islands,48
22/06/20,Andhra Pradesh,8999
22/06/20,Arunachal Pradesh,135
22/06/20,Assam,5388
22/06/20,Bihar,7612
22/06/20,Chandigarh,406
22/06/20,Chhattisgarh,2275
22/06/20,Dadra and Nagar Haveli and Daman and Diu,88
22/06/20,Delhi,59746
22/06/20,Goa,754
22/06/20,Gujarat,27260
22/06/20,Haryana,10635
22/06/20,Himachal Pradesh,673
22/06/20,Jammu and Kashmir,5956
22/06/20,Jharkhand,2073
22/06/20,Karnataka,9150
22/06/20,Kerala,3172
22/06/20,Ladakh,837
22/06/20,Madhya Pradesh,11903
22/06/20,Maharashtra,132075
22/06/20,Manipur,841
22/06/20,Meghalaya,44
22/06/20,Mizoram,141
22/06/20,Nagaland,211
22/06/20,Odisha,5160
22/06/20,Puducherry,366
22/06/20,Punjab,4074
22/06/20,Rajasthan,14930
22/06/20,Sikkim,78
22/06/20,Tamil Nadu,59377
22/06/20,Telangana,7802
22/06/20,Tripura,1221
22/06/20,Uttarakhand,2344
22/06/20,Uttar Pradesh,17731
22/06/20,West Bengal,13945
22/06/20,Cases being reassigned to states,7832
23/06/20,Andaman and Nicobar Islands,48
23/06/20,Andhra Pradesh,9372
23/06/20,Arunachal Pradesh,139
23/06/20,Assam,5586
23/06/20,Bihar,7825
23/06/20,Chandigarh,411
23/06/20,Chhattisgarh,2303
23/06/20,Dadra and Nagar Haveli and Daman and Diu,91
23/06/20,Delhi,62655
23/06/20,Goa,864
23/06/20,Gujarat,27825
23/06/20,Haryana,11025
23/06/20,Himachal Pradesh,727
23/06/20,Jammu and Kashmir,6088
23/06/20,Jharkhand,2137
23/06/20,Karnataka,9399
23/06/20,Kerala,3310
23/06/20,Ladakh,847
23/06/20,Madhya Pradesh,12078
23/06/20,Maharashtra,135796
23/06/20,Manipur,898
23/06/20,Meghalaya,44
23/06/20,Mizoram,141
23/06/20,Nagaland,280
23/06/20,Odisha,5303
23/06/20,Puducherry,383
23/06/20,Punjab,4235
23/06/20,Rajasthan,15232
23/06/20,Sikkim,78
23/06/20,Tamil Nadu,62087
23/06/20,Telangana,8674
23/06/20,Tripura,1237
23/06/20,Uttarakhand,2402
23/06/20,Uttar Pradesh,18322
23/06/20,West Bengal,14358
23/06/20,Cases being reassigned to states,8015
24/06/20,Andaman and Nicobar Islands,50
24/06/20,Andhra Pradesh,10002
24/06/20,Arunachal Pradesh,148
24/06/20,Assam,5831
24/06/20,Bihar,8153
24/06/20,Chandigarh,418
24/06/20,Chhattisgarh,2362
24/06/20,Dadra and Nagar Haveli and Daman and Diu,120
24/06/20,Delhi,66602
24/06/20,Goa,909
24/06/20,Gujarat,28371
24/06/20,Haryana,11520
24/06/20,Himachal Pradesh,775
24/06/20,Jammu and Kashmir,6236
24/06/20,Jharkhand,2185
24/06/20,Karnataka,9721
24/06/20,Kerala,3451
24/06/20,Ladakh,932
24/06/20,Madhya Pradesh,12261
24/06/20,Maharashtra,139010
24/06/20,Manipur,921
24/06/20,Meghalaya,46
24/06/20,Mizoram,142
24/06/20,Nagaland,330
24/06/20,Odisha,5470
24/06/20,Puducherry,402
24/06/20,Punjab,4397
24/06/20,Rajasthan,15627
24/06/20,Sikkim,79
24/06/20,Tamil Nadu,64603
24/06/20,Telangana,9553
24/06/20,Tripura,1259
24/06/20,Uttarakhand,2535
24/06/20,Uttar Pradesh,18893
24/06/20,West Bengal,14728
24/06/20,Cases being reassigned to states,8141
25/06/20,Andaman and Nicobar Islands,56
25/06/20,Andhra Pradesh,10331
25/06/20,Arunachal Pradesh,158
25/06/20,Assam,6198
25/06/20,Bihar,8209
25/06/20,Chandigarh,420
25/06/20,Chhattisgarh,2419
25/06/20,Dadra and Nagar Haveli and Daman and Diu,120
25/06/20,Delhi,70390
25/06/20,Goa,951
25/06/20,Gujarat,28943
25/06/20,Haryana,12010
25/06/20,Himachal Pradesh,806
25/06/20,Jammu and Kashmir,6422
25/06/20,Jharkhand,2207
25/06/20,Karnataka,10118
25/06/20,Kerala,3603
25/06/20,Ladakh,941
25/06/20,Madhya Pradesh,12448
25/06/20,Maharashtra,142900
25/06/20,Manipur,970
25/06/20,Meghalaya,46
25/06/20,Mizoram,142
25/06/20,Nagaland,347
25/06/20,Odisha,5752
25/06/20,Puducherry,461
25/06/20,Punjab,4627
25/06/20,Rajasthan,16009
25/06/20,Sikkim,84
25/06/20,Tamil Nadu,67468
25/06/20,Telangana,10444
25/06/20,Tripura,1259
25/06/20,Uttarakhand,2623
25/06/20,Uttar Pradesh,19557
25/06/20,West Bengal,15173
25/06/20,Cases being reassigned to states,8493
26/06/20,Andaman and Nicobar Islands,59
26/06/20,Andhra Pradesh,10884
26/06/20,Arunachal Pradesh,160
26/06/20,Assam,6321
26/06/20,Bihar,8473
26/06/20,Chandigarh,423
26/06/20,Chhattisgarh,2452
26/06/20,Dadra and Nagar Haveli and Daman and Diu,155
26/06/20,Delhi,73780
26/06/20,Goa,995
26/06/20,Gujarat,29520
26/06/20,Haryana,12463
26/06/20,Himachal Pradesh,839
26/06/20,Jammu and Kashmir,6549
26/06/20,Jharkhand,2262
26/06/20,Karnataka,10560
26/06/20,Kerala,3726
26/06/20,Ladakh,941
26/06/20,Madhya Pradesh,12596
26/06/20,Maharashtra,147741
26/06/20,Manipur,1056
26/06/20,Meghalaya,46
26/06/20,Mizoram,145
26/06/20,Nagaland,355
26/06/20,Odisha,5962
26/06/20,Puducherry,502
26/06/20,Punjab,4769
26/06/20,Rajasthan,16296
26/06/20,Sikkim,85
26/06/20,Tamil Nadu,70977
26/06/20,Telangana,11364
26/06/20,Tripura,1290
26/06/20,Uttarakhand,2691
26/06/20,Uttar Pradesh,20193
26/06/20,West Bengal,15648
26/06/20,Cases being reassigned to states,8123
27/06/20,Andaman and Nicobar Islands,72
27/06/20,Andhra Pradesh,11489
27/06/20,Arunachal Pradesh,172
27/06/20,Assam,6607
27/06/20,Bihar,8716
27/06/20,Chandigarh,425
27/06/20,Chhattisgarh,2545
27/06/20,Dadra and Nagar Haveli and Daman and Diu,163
27/06/20,Delhi,77240
27/06/20,Goa,1039
27/06/20,Gujarat,30095
27/06/20,Haryana,12884
27/06/20,Himachal Pradesh,864
27/06/20,Jammu and Kashmir,6762
27/06/20,Jharkhand,2290
27/06/20,Karnataka,11005
27/06/20,Kerala,3876
27/06/20,Ladakh,946
27/06/20,Madhya Pradesh,12798
27/06/20,Maharashtra,152765
27/06/20,Manipur,1075
27/06/20,Meghalaya,47
27/06/20,Mizoram,145
27/06/20,Nagaland,371
27/06/20,Odisha,6180
27/06/20,Puducherry,502
27/06/20,Punjab,4957
27/06/20,Rajasthan,16660
27/06/20,Sikkim,86
27/06/20,Tamil Nadu,74622
27/06/20,Telangana,12349
27/06/20,Tripura,1325
27/06/20,Uttarakhand,2725
27/06/20,Uttar Pradesh,20943
27/06/20,West Bengal,16190
27/06/20,Cases being reassigned to states,8023
28/06/20,Andaman and Nicobar Islands,72
28/06/20,Andhra Pradesh,12285
28/06/20,Arunachal Pradesh,177
28/06/20,Assam,6816
28/06/20,Bihar,8931
28/06/20,Chandigarh,428
