Date,State/UnionTerritory,Confirmed,Deaths,Cured
5/5/2020,Jharkhand,115,3,27
5/5/2020,Karnataka,659,28,324
5/5/2020,Kerala,500,4,462
5/5/2020,Ladakh,41,0,17
5/5/2020,Madhya Pradesh,3049,176,1000
5/5/2020,Maharashtra,14541,583,2465
5/5/2020,Manipur,2,0,2
5/5/2020,Meghalaya,12,1,10
5/5/2020,Mizoram,1,0,0
5/5/2020,Odisha,170,1,60
5/5/2020,Puducherry,9,0,6
5/5/2020,Punjab,1233,23,128
5/5/2020,Rajasthan,3061,77,1394
5/5/2020,Tamil Nadu,3550,31,1409
5/5/2020,Telengana,1085,29,585
5/5/2020,Tripura,29,0,2
5/5/2020,Uttarakhand,60,1,39
5/5/2020,Uttar Pradesh,2859,53,944
5/5/2020,West Bengal,1259,133,218
6/5/2020,Andaman and Nicobar Islands,33,0,32
6/5/2020,Andhra Pradesh,1717,36,589
6/5/2020,Arunachal Pradesh,1,0,1
6/5/2020,Assam,43,1,32
6/5/2020,Bihar,536,4,142
6/5/2020,Chandigarh,111,1,21
6/5/2020,Chhattisgarh,59,0,36
6/5/2020,Dadar Nagar Haveli,1,0,0
6/5/2020,Delhi,5104,64,1468
6/5/2020,Goa,7,0,7
6/5/2020,Gujarat,6245,368,1381
6/5/2020,Haryana,548,6,256
6/5/2020,Himachal Pradesh,42,2,38
6/5/2020,Jammu and Kashmir,741,8,320
6/5/2020,Jharkhand,125,3,33
6/5/2020,Karnataka,671,29,331
6/5/2020,Kerala,502,4,462
6/5/2020,Ladakh,41,0,17
6/5/2020,Madhya Pradesh,3049,176,1000
6/5/2020,Maharashtra,15525,617,2819
6/5/2020,Manipur,2,0,2
6/5/2020,Meghalaya,12,1,10
6/5/2020,Mizoram,1,0,0
6/5/2020,Odisha,175,1,60
6/5/2020,Puducherry,9,0,6
6/5/2020,Punjab,1451,25,133
6/5/2020,Rajasthan,3158,89,1525
6/5/2020,Tamil Nadu,4058,33,1485
6/5/2020,Telengana,1096,29,585
6/5/2020,Tripura,43,0,2
6/5/2020,Uttarakhand,61,1,39
6/5/2020,Uttar Pradesh,2880,56,987
6/5/2020,West Bengal,1344,140,364
7/5/2020,Andaman and Nicobar Islands,33,0,32
7/5/2020,Andhra Pradesh,1777,36,729
7/5/2020,Arunachal Pradesh,1,0,1
7/5/2020,Assam,45,1,32
7/5/2020,Bihar,542,4,188
7/5/2020,Chandigarh,120,1,21
7/5/2020,Chhattisgarh,59,0,36
7/5/2020,Dadar Nagar Haveli,1,0,0
7/5/2020,Delhi,5532,65,1542
7/5/2020,Goa,7,0,7
7/5/2020,Gujarat,6625,396,1500
7/5/2020,Haryana,594,7,260
7/5/2020,Himachal Pradesh,45,2,38
7/5/2020,Jammu and Kashmir,775,8,322
7/5/2020,Jharkhand,127,3,37
7/5/2020,Karnataka,693,29,354
7/5/2020,Kerala,503,4,469
7/5/2020,Ladakh,41,0,17
7/5/2020,Madhya Pradesh,3138,185,1099
7/5/2020,Maharashtra,16758,651,3094
7/5/2020,Manipur,2,0,2
7/5/2020,Meghalaya,12,1,10
7/5/2020,Mizoram,1,0,0
7/5/2020,Odisha,185,2,61
7/5/2020,Puducherry,9,0,6
7/5/2020,Punjab,1516,27,135
7/5/2020,Rajasthan,3317,92,1596
7/5/2020,Tamil Nadu,4829,35,1516
7/5/2020,Telengana,1107,29,628
7/5/2020,Tripura,43,0,2
7/5/2020,Uttarakhand,61,1,39
7/5/2020,Uttar Pradesh,2998,60,1130
7/5/2020,West Bengal,1456,144,364
8/5/2020,Andaman and Nicobar Islands,33,0,33
8/5/2020,Andhra Pradesh,1847,38,780
8/5/2020,Arunachal Pradesh,1,0,1
8/5/2020,Assam,54,1,34
8/5/2020,Bihar,550,5,246
8/5/2020,Chandigarh,135,1,21
8/5/2020,Chhattisgarh,59,0,38
8/5/2020,Dadar Nagar Haveli,1,0,0
8/5/2020,Delhi,5980,66,1931
8/5/2020,Goa,7,0,7
8/5/2020,Gujarat,7012,425,1709
8/5/2020,Haryana,625,7,260
8/5/2020,Himachal Pradesh,46,2,38
8/5/2020,Jammu and Kashmir,793,9,335
8/5/2020,Jharkhand,132,3,41
8/5/2020,Karnataka,705,30,366
8/5/2020,Kerala,503,4,474
8/5/2020,Ladakh,42,0,17
8/5/2020,Madhya Pradesh,3252,193,1231
8/5/2020,Maharashtra,17974,694,3301
8/5/2020,Manipur,2,0,2
8/5/2020,Meghalaya,12,1,10
8/5/2020,Mizoram,1,0,0
8/5/2020,Odisha,219,2,62
8/5/2020,Puducherry,9,0,6
8/5/2020,Punjab,1644,28,149
8/5/2020,Rajasthan,3427,97,1596
8/5/2020,Tamil Nadu,5409,37,1547
8/5/2020,Telengana,1123,29,650
8/5/2020,Tripura,65,0,2
8/5/2020,Uttarakhand,61,1,39
8/5/2020,Uttar Pradesh,3071,62,1250
8/5/2020,West Bengal,1548,151,364
9/5/2020,Andaman and Nicobar Islands,33,0,33
9/5/2020,Andhra Pradesh,1887,41,842
9/5/2020,Arunachal Pradesh,1,0,1
9/5/2020,Assam,59,1,34
9/5/2020,Bihar,571,5,297
9/5/2020,Chandigarh,150,1,21
9/5/2020,Chhattisgarh,59,0,38
9/5/2020,Dadar Nagar Haveli,1,0,0
9/5/2020,Delhi,6318,68,2020
9/5/2020,Goa,7,0,7
9/5/2020,Gujarat,7402,449,1872
9/5/2020,Haryana,647,8,279
9/5/2020,Himachal Pradesh,50,2,38
9/5/2020,Jammu and Kashmir,823,9,364
9/5/2020,Jharkhand,132,3,52
9/5/2020,Karnataka,753,30,376
9/5/2020,Kerala,503,4,484
9/5/2020,Ladakh,42,0,17
9/5/2020,Madhya Pradesh,3341,200,1349
9/5/2020,Maharashtra,19063,731,3470
9/5/2020,Manipur,2,0,2
9/5/2020,Meghalaya,12,1,10
9/5/2020,Mizoram,1,0,0
9/5/2020,Odisha,271,2,63
9/5/2020,Puducherry,9,0,6
9/5/2020,Punjab,1731,29,152
9/5/2020,Rajasthan,3579,101,1916
9/5/2020,Tamil Nadu,6009,40,1605
9/5/2020,Telengana,1133,29,700
9/5/2020,Tripura,118,0,2
9/5/2020,Uttarakhand,63,1,46
9/5/2020,Uttar Pradesh,3214,66,1387
9/5/2020,West Bengal,1678,160,364
10/5/2020,Andaman and Nicobar Islands,33,0,33
10/5/2020,Andhra Pradesh,1930,44,887
10/5/2020,Arunachal Pradesh,1,0,1
10/5/2020,Assam,63,2,34
10/5/2020,Bihar,591,5,322
10/5/2020,Chandigarh,169,2,24
10/5/2020,Chhattisgarh,59,0,43
10/5/2020,Dadar Nagar Haveli,1,0,0
10/5/2020,Delhi,6542,73,2020
10/5/2020,Goa,7,0,7
10/5/2020,Gujarat,7796,472,2091
10/5/2020,Haryana,675,9,290
10/5/2020,Himachal Pradesh,50,2,38
10/5/2020,Jammu and Kashmir,836,9,368
10/5/2020,Jharkhand,156,3,78
10/5/2020,Karnataka,794,30,386
10/5/2020,Kerala,505,4,485
10/5/2020,Ladakh,42,0,17
10/5/2020,Madhya Pradesh,3614,215,1676
10/5/2020,Maharashtra,20228,779,3800
10/5/2020,Manipur,2,0,2
10/5/2020,Meghalaya,13,1,10
10/5/2020,Mizoram,1,0,1
10/5/2020,Odisha,294,2,63
10/5/2020,Puducherry,9,0,6
10/5/2020,Punjab,1762,31,157
10/5/2020,Rajasthan,3708,106,2026
10/5/2020,Tamil Nadu,6535,44,1824
10/5/2020,Telengana,1163,30,750
10/5/2020,Tripura,134,0,2
10/5/2020,Uttarakhand,67,1,46
10/5/2020,Uttar Pradesh,3373,74,1499
10/5/2020,West Bengal,1786,171,372
11/5/2020,Andaman and Nicobar Islands,33,0,33
11/5/2020,Andhra Pradesh,1980,45,925
11/5/2020,Arunachal Pradesh,1,0,1
11/5/2020,Assam,63,2,34
11/5/2020,Bihar,696,6,365
11/5/2020,Chandigarh,169,2,24
11/5/2020,Chhattisgarh,59,0,49
11/5/2020,Dadar Nagar Haveli,1,0,0
11/5/2020,Delhi,6923,73,2069
11/5/2020,Goa,7,0,7
11/5/2020,Gujarat,8194,493,2545
11/5/2020,Haryana,703,10,300
11/5/2020,Himachal Pradesh,55,2,39
11/5/2020,Jammu and Kashmir,861,9,383
11/5/2020,Jharkhand,157,3,78
11/5/2020,Karnataka,848,31,424
11/5/2020,Kerala,512,4,489
11/5/2020,Ladakh,42,0,21
11/5/2020,Madhya Pradesh,3614,215,1676
11/5/2020,Maharashtra,22171,832,4199
11/5/2020,Manipur,2,0,2
11/5/2020,Meghalaya,13,1,10
11/5/2020,Mizoram,1,0,1
11/5/2020,Odisha,377,3,68
11/5/2020,Puducherry,9,0,6
11/5/2020,Punjab,1823,31,166
11/5/2020,Rajasthan,3814,107,2176
11/5/2020,Tamil Nadu,7204,47,1959
11/5/2020,Telengana,1196,30,750
11/5/2020,Tripura,150,0,2
11/5/2020,Uttarakhand,68,1,46
11/5/2020,Uttar Pradesh,3467,74,1653
11/5/2020,West Bengal,1939,185,417
12/5/2020,Andaman and Nicobar Islands,33,0,33
12/5/2020,Andhra Pradesh,2018,45,975
12/5/2020,Arunachal Pradesh,1,0,1
12/5/2020,Assam,65,2,34
12/5/2020,Bihar,747,6,377
12/5/2020,Chandigarh,174,2,24
12/5/2020,Chhattisgarh,59,0,53
12/5/2020,Dadar Nagar Haveli,1,0,0
12/5/2020,Delhi,7233,73,2129
12/5/2020,Goa,7,0,7
12/5/2020,Gujarat,8541,513,2780
12/5/2020,Haryana,730,11,337
12/5/2020,Himachal Pradesh,59,2,39
12/5/2020,Jammu and Kashmir,879,10,427
12/5/2020,Jharkhand,160,3,78
12/5/2020,Karnataka,862,31,426
12/5/2020,Kerala,519,4,489
12/5/2020,Ladakh,42,0,21
12/5/2020,Madhya Pradesh,3785,221,1747
12/5/2020,Maharashtra,23401,868,4786
12/5/2020,Manipur,2,0,2
12/5/2020,Meghalaya,13,1,10
12/5/2020,Mizoram,1,0,1
12/5/2020,Odisha,414,3,85
12/5/2020,Puducherry,12,0,6
12/5/2020,Punjab,1877,31,168
12/5/2020,Rajasthan,3988,113,2264
12/5/2020,Tamil Nadu,8002,53,2051
12/5/2020,Telengana,1275,30,800
12/5/2020,Tripura,152,0,2
12/5/2020,Uttarakhand,68,1,46
12/5/2020,Uttar Pradesh,3573,80,1758
12/5/2020,West Bengal,2063,190,499
13/05/20,Andaman and Nicobar Islands,33,0,33
13/05/20,Andhra Pradesh,2090,46,1056
13/05/20,Arunachal Pradesh,1,0,1
13/05/20,Assam,65,2,39
13/05/20,Bihar,831,6,383
13/05/20,Chandigarh,187,3,28
13/05/20,Chhattisgarh,59,0,54
13/05/20,Dadar Nagar Haveli,1,0,0
13/05/20,Delhi,7639,86,2512
13/05/20,Goa,7,0,7
13/05/20,Gujarat,8903,537,3246
13/05/20,Haryana,780,11,342
13/05/20,Himachal Pradesh,65,2,39
13/05/20,Jammu and Kashmir,934,10,455
13/05/20,Jharkhand,172,3,79
13/05/20,Karnataka,925,31,433
13/05/20,Kerala,524,4,489
13/05/20,Ladakh,42,0,21
13/05/20,Madhya Pradesh,3986,225,1860
13/05/20,Maharashtra,24427,921,5125
13/05/20,Manipur,2,0,2
13/05/20,Meghalaya,13,1,10
13/05/20,Mizoram,1,0,1
13/05/20,Odisha,437,3,116
13/05/20,Puducherry,13,1,9
13/05/20,Punjab,1914,32,171
13/05/20,Rajasthan,4126,117,2378
13/05/20,Tamil Nadu,8718,61,2134
13/05/20,Telengana,1326,32,830
13/05/20,Tripura,154,0,2
13/05/20,Uttarakhand,69,1,46
13/05/20,Uttar Pradesh,3664,82,1873
13/05/20,West Bengal,2173,198,612
14/05/20,Andaman and Nicobar Islands,33,0,33
14/05/20,Andhra Pradesh,2137,47,1142
14/05/20,Arunachal Pradesh,1,0,1
14/05/20,Assam,80,2,39
14/05/20,Bihar,940,7,388
14/05/20,Chandigarh,187,3,28
14/05/20,Chhattisgarh,59,0,55
14/05/20,Dadar Nagar Haveli,1,0,0
14/05/20,Delhi,7998,106,2858
14/05/20,Goa,7,0,7
14/05/20,Gujarat,9267,566,3562
14/05/20,Haryana,793,11,418
14/05/20,Himachal Pradesh,66,2,39
14/05/20,Jammu and Kashmir,971,11,466
14/05/20,Jharkhand,173,3,79
14/05/20,Karnataka,959,33,451
14/05/20,Kerala,534,4,490
14/05/20,Ladakh,43,0,22
14/05/20,Madhya Pradesh,4173,232,2004
14/05/20,Maharashtra,25922,975,5547
14/05/20,Manipur,2,0,2
14/05/20,Meghalaya,13,1,10
14/05/20,Mizoram,1,0,1
14/05/20,Odisha,538,3,143
14/05/20,Puducherry,13,1,9
14/05/20,Punjab,1924,32,200
14/05/20,Rajasthan,4328,121,2459
14/05/20,Tamil Nadu,9227,64,2176
14/05/20,Telengana,1367,34,940
14/05/20,Tripura,155,0,16
14/05/20,Uttarakhand,72,1,46
14/05/20,Uttar Pradesh,3729,83,1902
14/05/20,West Bengal,2290,207,702
15/05/20,Andaman and Nicobar Islands,33,0,33
15/05/20,Andhra Pradesh,2205,48,1192
15/05/20,Arunachal Pradesh,1,0,1
15/05/20,Assam,87,2,39
15/05/20,Bihar,994,7,411
15/05/20,Chandigarh,191,3,37
15/05/20,Chhattisgarh,60,0,56
15/05/20,Dadar Nagar Haveli,1,0,0
15/05/20,Delhi,8470,115,3045
15/05/20,Goa,14,0,7
15/05/20,Gujarat,9591,586,3753
15/05/20,Haryana,818,11,439
15/05/20,Himachal Pradesh,74,2,39
15/05/20,Jammu and Kashmir,983,11,485
15/05/20,Jharkhand,197,3,87
15/05/20,Karnataka,987,35,460
15/05/20,Kerala,560,4,491
15/05/20,Ladakh,43,0,22
15/05/20,Madhya Pradesh,4426,237,2171
15/05/20,Maharashtra,27524,1019,6059
15/05/20,Manipur,3,0,2
15/05/20,Meghalaya,13,1,11
15/05/20,Mizoram,1,0,1
15/05/20,Odisha,611,3,158
15/05/20,Puducherry,13,1,9
15/05/20,Punjab,1935,32,223
15/05/20,Rajasthan,4534,125,2580
15/05/20,Tamil Nadu,9674,66,2240
15/05/20,Telengana,1414,34,950
15/05/20,Tripura,156,0,29
15/05/20,Uttarakhand,78,1,50
15/05/20,Uttar Pradesh,3902,88,2072
15/05/20,West Bengal,2377,215,768
16/05/20,Andaman and Nicobar Islands,33,0,33
16/05/20,Andhra Pradesh,2307,48,1252
16/05/20,Arunachal Pradesh,1,0,1
16/05/20,Assam,90,2,41
16/05/20,Bihar,1018,7,438
16/05/20,Chandigarh,191,3,37
16/05/20,Chhattisgarh,66,0,56
16/05/20,Dadar Nagar Haveli,1,0,0
16/05/20,Delhi,8895,123,3518
16/05/20,Goa,15,0,7
16/05/20,Gujarat,9931,606,4035
16/05/20,Haryana,818,11,439
16/05/20,Himachal Pradesh,76,3,39
16/05/20,Jammu and Kashmir,1013,11,513
16/05/20,Jharkhand,203,3,87
16/05/20,Karnataka,1056,36,480
16/05/20,Kerala,576,4,492
16/05/20,Ladakh,43,0,22
16/05/20,Madhya Pradesh,4595,239,2283
16/05/20,Maharashtra,29100,1068,6564
16/05/20,Manipur,3,0,2
16/05/20,Meghalaya,13,1,11
16/05/20,Mizoram,1,0,1
16/05/20,Odisha,672,3,166
16/05/20,Puducherry,13,1,9
16/05/20,Punjab,1935,32,305
16/05/20,Rajasthan,4727,125,2677
16/05/20,Tamil Nadu,10108,71,2599
16/05/20,Telengana,1454,34,959
16/05/20,Tripura,156,0,42
16/05/20,Uttarakhand,82,1,51
16/05/20,Uttar Pradesh,4057,95,2165
16/05/20,West Bengal,2461,225,829
17/05/20,Andaman and Nicobar Islands,33,0,33
17/05/20,Andhra Pradesh,2355,49,1353
17/05/20,Arunachal Pradesh,1,0,1
17/05/20,Assam,92,2,41
17/05/20,Bihar,1179,7,453
17/05/20,Chandigarh,191,3,51
17/05/20,Chhattisgarh,67,0,56
17/05/20,Dadar Nagar Haveli,1,0,0
17/05/20,Delhi,9333,129,3926
17/05/20,Goa,17,0,7
17/05/20,Gujarat,10988,625,4308
17/05/20,Haryana,887,13,514
17/05/20,Himachal Pradesh,78,3,43
17/05/20,Jammu and Kashmir,1121,12,542
17/05/20,Jharkhand,217,3,113
17/05/20,Karnataka,1092,36,496
17/05/20,Kerala,587,4,495
17/05/20,Ladakh,43,0,22
17/05/20,Madhya Pradesh,4789,243,2315
17/05/20,Maharashtra,30706,1135,7088
17/05/20,Manipur,7,0,2
17/05/20,Meghalaya,13,1,11
17/05/20,Mizoram,1,0,1
17/05/20,Odisha,737,3,196
17/05/20,Puducherry,13,1,9
17/05/20,Punjab,1946,32,1257
17/05/20,Rajasthan,4960,126,2839
17/05/20,Tamil Nadu,10585,74,3538
17/05/20,Telengana,1509,34,971
17/05/20,Tripura,167,0,64
17/05/20,Uttarakhand,88,1,51
17/05/20,Uttar Pradesh,4258,104,2441
17/05/20,West Bengal,2576,232,872
18/05/20,Andaman and Nicobar Islands,33,0,33
18/05/20,Andhra Pradesh,2407,50,1456
18/05/20,Arunachal Pradesh,1,0,1
18/05/20,Assam,101,2,41
18/05/20,Bihar,1262,8,475
18/05/20,Chandigarh,191,3,51
18/05/20,Chhattisgarh,86,0,59
18/05/20,Dadar Nagar Haveli,1,0,0
18/05/20,Delhi,10054,160,4485
18/05/20,Goa,29,0,7
18/05/20,Gujarat,11379,659,4499
18/05/20,Haryana,910,14,562
18/05/20,Himachal Pradesh,80,3,44
18/05/20,Jammu and Kashmir,1183,13,575
18/05/20,Jharkhand,223,3,113
18/05/20,Karnataka,1147,37,509
18/05/20,Kerala,601,4,497
18/05/20,Ladakh,43,0,24
18/05/20,Madhya Pradesh,4977,248,2403
18/05/20,Maharashtra,33053,1198,7688
18/05/20,Manipur,7,0,2
18/05/20,Meghalaya,13,1,11
18/05/20,Mizoram,1,0,1
18/05/20,Odisha,828,4,220
18/05/20,Puducherry,13,1,9
18/05/20,Punjab,1964,35,1366
18/05/20,Rajasthan,5202,131,2992
18/05/20,Tamil Nadu,11224,78,4172
18/05/20,Telengana,1551,34,992
18/05/20,Tripura,167,0,85
18/05/20,Uttarakhand,92,1,52
18/05/20,Uttar Pradesh,4259,104,2441
18/05/20,West Bengal,2677,238,959
19/05/20,Andaman and Nicobar Islands,33,0,33
19/05/20,Andhra Pradesh,2474,50,1552
19/05/20,Arunachal Pradesh,1,0,1
19/05/20,Assam,107,2,41
19/05/20,Bihar,1391,9,494
19/05/20,Chandigarh,196,3,54
19/05/20,Chhattisgarh,93,0,59
19/05/20,Dadar Nagar Haveli,1,0,0
19/05/20,Delhi,10054,168,4485
19/05/20,Goa,38,0,7
19/05/20,Gujarat,11745,694,4804
19/05/20,Haryana,928,14,598
19/05/20,Himachal Pradesh,90,3,44
19/05/20,Jammu and Kashmir,1289,15,609
19/05/20,Jharkhand,223,3,113
19/05/20,Karnataka,1246,37,530
19/05/20,Kerala,630,4,497
19/05/20,Ladakh,43,0,41
19/05/20,Madhya Pradesh,5236,252,2435
19/05/20,Maharashtra,35058,1249,8437
19/05/20,Manipur,7,0,2
19/05/20,Meghalaya,13,1,11
19/05/20,Mizoram,1,0,1
19/05/20,Odisha,876,4,220
19/05/20,Puducherry,18,1,9
19/05/20,Punjab,1980,37,1547
19/05/20,Rajasthan,5507,138,3218
19/05/20,Tamil Nadu,11760,81,4406
19/05/20,Telengana,1597,35,1000
19/05/20,Tripura,167,0,85
19/05/20,Uttarakhand,93,1,52
19/05/20,Uttar Pradesh,4605,118,2783
19/05/20,West Bengal,2825,244,1006
20/05/20,Andaman and Nicobar Islands,33,0,33
20/05/20,Andhra Pradesh,2532,52,1621
20/05/20,Arunachal Pradesh,1,0,1
20/05/20,Assam,142,4,41
20/05/20,Bihar,1498,9,534
20/05/20,Chandigarh,200,3,57
20/05/20,Chhattisgarh,101,0,59
20/05/20,Dadar Nagar Haveli,1,0,0
20/05/20,Delhi,10554,168,4750
20/05/20,Goa,46,0,7
20/05/20,Gujarat,12140,719,5043
20/05/20,Haryana,964,14,627
20/05/20,Himachal Pradesh,92,3,47
20/05/20,Jammu and Kashmir,1317,17,653
20/05/20,Jharkhand,231,3,127
20/05/20,Karnataka,1397,40,544
20/05/20,Kerala,642,4,497
20/05/20,Ladakh,43,0,43
20/05/20,Madhya Pradesh,5465,258,2630
20/05/20,Maharashtra,37136,1325,9639
20/05/20,Manipur,9,0,2
20/05/20,Meghalaya,13,1,12
20/05/20,Mizoram,1,0,1
20/05/20,Odisha,978,5,277
20/05/20,Puducherry,18,1,9
20/05/20,Punjab,2002,38,1642
20/05/20,Rajasthan,5845,143,3337
20/05/20,Tamil Nadu,12448,84,4895
20/05/20,Telengana,1634,38,1010
20/05/20,Tripura,173,0,116
20/05/20,Uttarakhand,111,1,52
20/05/20,Uttar Pradesh,4926,123,2918
20/05/20,West Bengal,2961,250,1074
20/05/20,Cases being reassigned to states,1096,0,0
21/05/20,Andaman and Nicobar Islands,33,0,33
21/05/20,Andhra Pradesh,2602,53,1640
21/05/20,Arunachal Pradesh,1,0,1
21/05/20,Assam,170,4,48
21/05/20,Bihar,1674,10,571
21/05/20,Chandigarh,202,3,57
21/05/20,Chhattisgarh,115,0,59
21/05/20,Dadar Nagar Haveli,1,0,0
21/05/20,Delhi,11088,176,5192
21/05/20,Goa,50,0,7
21/05/20,Gujarat,12537,749,5219
21/05/20,Haryana,993,14,648
21/05/20,Himachal Pradesh,110,3,54
21/05/20,Jammu and Kashmir,1390,18,678
21/05/20,Jharkhand,231,3,127
21/05/20,Karnataka,1462,41,556
21/05/20,Kerala,666,4,502
21/05/20,Ladakh,44,0,43
21/05/20,Madhya Pradesh,5735,267,2733
21/05/20,Maharashtra,39297,1390,10318
21/05/20,Manipur,25,0,2
21/05/20,Meghalaya,14,1,12
21/05/20,Mizoram,1,0,1
21/05/20,Odisha,1052,6,307
21/05/20,Puducherry,18,0,9
21/05/20,Punjab,2005,38,1794
21/05/20,Rajasthan,6015,147,3404
21/05/20,Tamil Nadu,13191,87,5882
21/05/20,Telengana,1661,40,1015
21/05/20,Tripura,173,0,133
21/05/20,Uttarakhand,122,1,53
21/05/20,Uttar Pradesh,5175,127,3066
21/05/20,West Bengal,3103,253,1136
21/05/20,Cases being reassigned to states,1403,0,0
22/05/20,Andaman and Nicobar Islands,33,0,33
22/05/20,Andhra Pradesh,2647,53,1709
22/05/20,Arunachal Pradesh,1,0,1
22/05/20,Assam,203,4,54
22/05/20,Bihar,1982,11,593
22/05/20,Chandigarh,217,3,139
22/05/20,Chhattisgarh,128,0,59
22/05/20,Dadar Nagar Haveli,1,0,0
22/05/20,Delhi,11659,194,5567
22/05/20,Goa,52,0,7
22/05/20,Gujarat,12905,773,5488
22/05/20,Haryana,1031,15,681
22/05/20,Himachal Pradesh,152,3,59
22/05/20,Jammu and Kashmir,1449,20,684
22/05/20,Jharkhand,290,3,129
22/05/20,Karnataka,1605,41,571
22/05/20,Kerala,690,4,510
22/05/20,Ladakh,44,0,43
22/05/20,Madhya Pradesh,5981,270,2843
22/05/20,Maharashtra,41642,1454,11726
22/05/20,Manipur,25,0,2
22/05/20,Meghalaya,14,1,12
22/05/20,Mizoram,1,0,1
22/05/20,Odisha,1103,7,393
22/05/20,Puducherry,20,0,10
22/05/20,Punjab,2028,39,1819
22/05/20,Rajasthan,6227,151,3485
22/05/20,Tamil Nadu,13967,94,6282
22/05/20,Telengana,1699,45,1035
22/05/20,Tripura,173,0,148
22/05/20,Uttarakhand,146,1,54
22/05/20,Uttar Pradesh,5515,138,3204
22/05/20,West Bengal,3197,259,1193
22/05/20,Cases being reassigned to states,1620,0,0
23/05/20,Andaman and Nicobar Islands,33,0,33
23/05/20,Andhra Pradesh,2709,55,1763
23/05/20,Arunachal Pradesh,1,0,1
23/05/20,Assam,259,4,54
23/05/20,Bihar,2177,11,629
23/05/20,Chandigarh,218,3,178
23/05/20,Chhattisgarh,172,0,62
23/05/20,Dadar Nagar Haveli,1,0,0
23/05/20,Delhi,12319,208,5897
23/05/20,Goa,54,0,16
23/05/20,Gujarat,13268,802,5880
23/05/20,Haryana,1067,16,706
23/05/20,Himachal Pradesh,168,3,59
23/05/20,Jammu and Kashmir,1489,20,720
23/05/20,Jharkhand,308,3,136
23/05/20,Karnataka,1743,41,597
23/05/20,Kerala,732,4,512
23/05/20,Ladakh,44,0,43
23/05/20,Madhya Pradesh,6170,272,3089
23/05/20,Maharashtra,44582,1517,12583
23/05/20,Manipur,26,0,2
23/05/20,Meghalaya,14,1,12
23/05/20,Mizoram,1,0,1
23/05/20,Odisha,1189,7,436
23/05/20,Puducherry,26,0,10
23/05/20,Punjab,2029,39,1847
23/05/20,Rajasthan,6494,153,3680
23/05/20,Tamil Nadu,14753,98,7128
23/05/20,Telengana,1761,45,1043
23/05/20,Tripura,175,0,152
23/05/20,Uttarakhand,153,1,56
23/05/20,Uttar Pradesh,5735,152,3238
23/05/20,West Bengal,3332,265,1221
23/05/20,Cases being reassigned to states,1899,0,0
24/05/20,Andaman and Nicobar Islands,33,0,33
24/05/20,Andhra Pradesh,2757,56,1809
24/05/20,Arunachal Pradesh,1,0,1
24/05/20,Assam,329,4,55
24/05/20,Bihar,2380,11,653
24/05/20,Chandigarh,225,3,179
24/05/20,Chhattisgarh,214,0,64
24/05/20,Dadar Nagar Haveli,2,0,0
24/05/20,Delhi,12910,231,6267
24/05/20,Goa,55,0,16
24/05/20,Gujarat,13664,829,6169
24/05/20,Haryana,1131,16,750
24/05/20,Himachal Pradesh,185,3,61
24/05/20,Jammu and Kashmir,1569,21,774
24/05/20,Jharkhand,350,4,141
24/05/20,Karnataka,1959,42,608
24/05/20,Kerala,795,4,515
24/05/20,Ladakh,49,0,43
24/05/20,Madhya Pradesh,6371,281,3267
24/05/20,Maharashtra,47190,1577,13404
24/05/20,Manipur,29,0,4
24/05/20,Meghalaya,14,1,12
24/05/20,Mizoram,1,0,1
24/05/20,Odisha,1269,7,497
24/05/20,Puducherry,26,0,10
24/05/20,Punjab,2045,39,1870
24/05/20,Rajasthan,6742,160,3786
24/05/20,Sikkim,1,0,0
24/05/20,Tamil Nadu,15512,103,7491
24/05/20,Telengana,1813,49,1065
24/05/20,Tripura,189,0,153
24/05/20,Uttarakhand,244,2,56
24/05/20,Uttar Pradesh,6017,155,3406
24/05/20,West Bengal,3459,269,1281
24/05/20,Cases being reassigned to states,2338,0,0
25/05/20,Andaman and Nicobar Islands,33,0,33
25/05/20,Andhra Pradesh,2823,56,1856
25/05/20,Arunachal Pradesh,1,0,1
25/05/20,Assam,378,4,55
25/05/20,Bihar,2587,13,702
25/05/20,Chandigarh,238,3,186
25/05/20,Chhattisgarh,252,0,67
25/05/20,Dadar Nagar Haveli,2,0,0
25/05/20,Delhi,13418,261,6540
25/05/20,Goa,66,0,19
25/05/20,Gujarat,14056,858,6412
25/05/20,Haryana,1184,16,765
25/05/20,Himachal Pradesh,203,3,63
25/05/20,Jammu and Kashmir,1621,21,809
25/05/20,Jharkhand,370,4,148
25/05/20,Karnataka,2089,42,654
25/05/20,Kerala,847,4,521
25/05/20,Ladakh,52,0,43
25/05/20,Madhya Pradesh,6665,290,3408
25/05/20,Maharashtra,50231,1635,14600
25/05/20,Manipur,32,0,4
25/05/20,Meghalaya,14,1,12
25/05/20,Mizoram,1,0,1
25/05/20,Odisha,1336,7,550
25/05/20,Puducherry,41,0,12
25/05/20,Punjab,2060,40,1898
25/05/20,Rajasthan,7028,163,3848
25/05/20,Sikkim,1,0,0
25/05/20,Tamil Nadu,16277,111,8324
25/05/20,Telengana,1854,53,1090
25/05/20,Tripura,191,0,165
25/05/20,Uttarakhand,317,3,58
25/05/20,Uttar Pradesh,6268,161,3538
25/05/20,West Bengal,3667,272,1339
25/05/20,Cases being reassigned to states,2642,0,0
26/05/20,Andaman and Nicobar Islands,33,0,33
